timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,standard_analog_input0,standard_analog_input1,standard_analog_output0,standard_analog_output1,robot_status_bits,safety_status_bits,ft_raw_wrench_0,ft_raw_wrench_1,ft_raw_wrench_2,ft_raw_wrench_3,ft_raw_wrench_4,ft_raw_wrench_5,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,output_int_register_2,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19
933.130000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.453323,-1.713543,-0.242751,0.018109,0.000000,0.000000,-27.255213,-18.993752,-1.930485,0.143060,0.000000,1.932364,-1.370907,1.791132,-2.076790,-1.337151,0.770291,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.124277,-2.500306,-2.026238,-0.314776,-0.054791,0.043517,0.000000,-2.453323,-1.713543,-0.242751,0.018109,0.000000,0.341632,-0.458929,0.331316,0.571589,2.839762,0.078431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.674843,-3.017224,-1.679344,0.057582,-0.001182,0.134166,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.312500,27.062500,0.750349,7,253,253,253,253,253,253,1,-1.857901,0.957681,-9.155427,1.000000,1.000000,0.000000,47.791668,47.863316,0.497956,47.642262,47.570599,47.814255,47.599262,47.699593,47.742592,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.455236,5860.166102,26025.722517,68.871040,9.108041,302.134891,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.134000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453367,-1.713517,-0.242748,0.018109,0.000000,-0.000000,-27.255698,-18.993464,-1.930461,0.143060,0.000000,1.932325,-1.370919,1.791117,-2.076798,-1.337136,0.770326,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.125799,-2.444062,-1.998147,-0.304346,-0.058851,0.039532,-0.000000,-2.453367,-1.713517,-0.242748,0.018109,0.000000,0.341616,-0.458944,0.331331,0.571681,2.839712,0.078398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.677100,-3.141800,-1.665992,0.058018,0.001410,0.133272,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.312500,27.062500,0.733057,7,253,253,253,253,253,253,1,-1.934515,0.919373,-9.136273,1.000000,1.000000,0.000000,47.809578,47.851673,0.468863,47.642262,47.599262,47.828587,47.599262,47.699593,47.756924,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.401948,5860.053654,26025.709687,68.871854,9.110506,302.135879,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.142000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453303,-1.713537,-0.242750,0.018110,0.000000,-0.000000,-27.254993,-18.993679,-1.930479,0.143071,0.000000,1.932349,-1.370922,1.791117,-2.076802,-1.337128,0.770307,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.179182,-2.414972,-2.023851,-0.309316,-0.037613,0.037654,-0.000000,-2.453303,-1.713537,-0.242750,0.018110,0.000000,0.341627,-0.458935,0.331334,0.571617,2.839714,0.078395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.528205,-3.147221,-1.881636,0.058984,0.000340,0.130861,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.732420,7,253,253,253,253,253,253,1,-1.896208,0.957681,-9.193734,1.000000,1.000000,0.000000,47.780922,47.854359,0.502433,47.642262,47.584930,47.814255,47.599262,47.699593,47.742592,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.581832,5859.971280,26025.881818,68.871120,9.109637,302.138449,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.146000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453366,-1.713530,-0.242750,0.018106,0.000000,-0.000000,-27.255691,-18.993601,-1.930477,0.143041,0.000000,1.932337,-1.370938,1.791101,-2.076802,-1.337147,0.770322,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.180198,-2.477000,-2.040267,-0.320590,-0.056848,0.033761,-0.000000,-2.453366,-1.713530,-0.242750,0.018106,0.000000,0.341621,-0.458941,0.331349,0.571652,2.839708,0.078342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.613616,-3.246105,-1.700999,0.064854,0.005229,0.128216,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.730404,7,253,253,253,253,253,253,1,-1.877054,0.900220,-9.174581,1.000000,1.000000,0.000000,47.766594,47.835552,0.421858,47.599262,47.584930,47.799923,47.584930,47.670929,47.713924,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.426332,5859.930346,26025.727559,68.868366,9.116075,302.142485,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.150000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453390,-1.713527,-0.242750,0.018108,0.000000,-0.000000,-27.255953,-18.993575,-1.930479,0.143053,0.000000,1.932318,-1.370919,1.791117,-2.076802,-1.337136,0.770326,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.168759,-2.453776,-1.993379,-0.328572,-0.051188,0.047799,-0.000000,-2.453390,-1.713527,-0.242750,0.018108,0.000000,0.341613,-0.458947,0.331332,0.571690,2.839708,0.078392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.477709,-3.228584,-1.851382,0.061384,-0.002640,0.129603,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.732385,7,253,253,253,253,253,253,1,-1.857901,0.938527,-9.212888,1.000000,1.000000,0.000000,47.788982,47.847195,0.551663,47.613598,47.570599,47.799923,47.570599,47.685261,47.713924,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.588434,5859.880511,26025.839669,68.868107,9.107666,302.140247,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.154000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453275,-1.713539,-0.242748,0.018109,0.000000,-0.000000,-27.254676,-18.993707,-1.930468,0.143060,0.000000,1.932314,-1.370919,1.791113,-2.076818,-1.337113,0.770322,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.161644,-2.403347,-2.038914,-0.322725,-0.053337,0.035144,-0.000000,-2.453275,-1.713539,-0.242748,0.018109,0.000000,0.341614,-0.458949,0.331335,0.571680,2.839679,0.078384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.633692,-3.591867,-1.713775,0.066988,0.000363,0.140770,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.732216,7,253,253,253,253,253,253,1,-1.991976,0.919373,-9.212888,1.000000,1.000000,0.000000,47.771072,47.818535,0.551663,47.627930,47.570599,47.814255,47.584930,47.685261,47.728260,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.277307,5859.617744,26025.743257,68.861733,9.113647,302.130828,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.162000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453331,-1.713552,-0.242750,0.018108,0.000000,-0.000000,-27.255306,-18.993845,-1.930483,0.143055,0.000000,1.932325,-1.370896,1.791097,-2.076818,-1.337136,0.770307,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.124025,-2.488694,-2.039045,-0.315250,-0.059643,0.039652,-0.000000,-2.453331,-1.713552,-0.242750,0.018108,0.000000,0.341619,-0.458954,0.331330,0.571650,2.839709,0.078373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.601446,-3.018375,-1.776782,0.058859,0.000644,0.133207,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.729024,7,253,253,253,253,253,253,1,-1.953669,0.900220,-9.232041,1.000000,1.000000,0.000000,47.778233,47.824806,0.482289,47.613598,47.584930,47.799923,47.570599,47.685261,47.728260,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.542550,5860.128067,26025.798963,68.870819,9.110104,302.136147,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.166000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453373,-1.713524,-0.242749,0.018110,0.000000,-0.000000,-27.255772,-18.993538,-1.930470,0.143067,0.000000,1.932353,-1.370900,1.791136,-2.076787,-1.337113,0.770326,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.138258,-2.469290,-2.001599,-0.318126,-0.054047,0.047084,-0.000000,-2.453373,-1.713524,-0.242749,0.018110,0.000000,0.341630,-0.458931,0.331311,0.571650,2.839724,0.078482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.602651,-3.431794,-1.697424,0.067634,0.000345,0.136970,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.729492,7,253,253,253,253,253,253,1,-1.953669,0.785298,-9.193734,1.000000,1.000000,0.000000,47.764801,47.830177,0.493479,47.627930,47.599262,47.828587,47.584930,47.685261,47.728260,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.363174,5859.755009,26025.720203,68.862011,9.113500,302.134667,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.170000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-2.453325,-1.713532,-0.242750,0.018109,0.000000,-0.000000,-27.255233,-18.993629,-1.930483,0.143067,0.000000,1.932314,-1.370907,1.791117,-2.076818,-1.337116,0.770326,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.161896,-2.447906,-2.002520,-0.302499,-0.040048,0.041225,-0.000000,-2.453325,-1.713532,-0.242750,0.018109,0.000000,0.341614,-0.458950,0.331327,0.571690,2.839688,0.078401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.463071,-3.121970,-1.970398,0.060211,-0.002360,0.130455,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.779869,7,253,253,253,253,253,253,1,-1.896208,0.900220,-9.155427,1.000000,1.000000,0.000000,47.770176,47.845402,0.489002,47.613598,47.556267,47.799923,47.570599,47.670929,47.699593,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.669815,5859.961382,26025.951864,68.869068,9.107571,302.139135,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
933.174000,1.932320,-1.370915,1.791105,-2.076804,-1.337134,0.770318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.453323,-1.713544,-0.242751,0.018107,0.000000,0.000000,-27.255217,-18.993756,-1.930489,0.143046,0.000000,1.932314,-1.370922,1.791113,-2.076802,-1.337151,0.770326,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.119952,-2.444022,-2.034425,-0.297522,-0.052005,0.035190,0.000000,-2.453323,-1.713544,-0.242751,0.018107,0.000000,0.341610,-0.458949,0.331335,0.571697,2.839716,0.078371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.852482,-3.268761,-1.824115,0.060055,0.003956,0.140194,0.341615,-0.458949,0.331335,0.571674,2.839705,0.078380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,24.750000,25.250000,24.937500,27.125000,27.375000,27.062500,0.735708,7,253,253,253,253,253,253,1,-1.953669,0.976834,-9.155427,1.000000,1.000000,0.000000,47.777340,47.842716,0.489002,47.627930,47.570599,47.814255,47.570599,47.685261,47.728260,0,2,-0.000000,-0.000000,0.004000,0.004000,3,1,2230.231724,5859.986603,26025.905712,68.869457,9.114305,302.129686,0.000014,0.000014,0.000014,0.000000,0.000000,0.000000,65536,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
