time_sec,time_nsec,timestamp,DATA0,DATA1,DATA2,DATA3,DATA4
1001791.0,0.68344784,2773649.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.68437815,2773650.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.68539023,2773651.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6864095,2773652.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.687423,2773652.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6876881,2773653.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6884947,2773654.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6894927,2773655.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.69045997,2773656.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.69152355,2773657.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.69169855,2773657.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6925354,2773658.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6935532,2773659.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6945882,2773660.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.69557714,2773661.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.69575286,2773661.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6965902,2773662.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6976125,2773663.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6986108,2773664.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6996126,2773665.0,0.0,1.0,0.0,0.0,0.0
1001791.0,0.6997855,2773666.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.7006445,2773666.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.7016785,2773667.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.70267224,2773668.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.70372915,2773669.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.70470667,2773670.0,0.0,1.0,1.0,0.0,0.0
1001791.0,0.7049446,2773671.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.70572424,2773671.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.70674634,2773672.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.70778036,2773673.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.70876956,2773674.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7090337,2773675.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7098098,2773676.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71082306,2773676.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7118552,2773677.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71289563,2773678.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71384954,2773679.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7140777,2773680.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71484447,2773680.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7158749,2773681.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71691036,2773682.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.71792555,2773683.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.718122,2773684.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7189169,2773685.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7199261,2773685.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7209778,2773686.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7220316,2773687.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7229569,2773688.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.72315073,2773689.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.72403216,2773690.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7249763,2773690.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7260623,2773691.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7270291,2773692.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7280519,2773693.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.72822547,2773694.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.729028,2773695.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.73007894,2773696.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7311053,2773696.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7320714,2773697.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.7330873,2773698.0,0.0,1.0,1.0,1.0,0.0
1001791.0,0.73326945,2773699.0,0.0,1.0,1.0,1.0,0.0
