index,time,tau_J0,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J_d0,tau_J_d1,tau_J_d2,tau_J_d3,tau_J_d4,tau_J_d5,tau_J_d6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,q0,q1,q2,q3,q4,q5,q6,q_d0,q_d1,q_d2,q_d3,q_d4,q_d5,q_d6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq_d0,dq_d1,dq_d2,dq_d3,dq_d4,dq_d5,dq_d6,e0,e1,e2,e3,e4,e5,e6,de0,de1,de2,de3,de4,de5,de6,etau_J0,etau_J1,etau_J2,etau_J3,etau_J4,etau_J5,etau_J6,label
1,0.0,-0.12130087614059448,-18.177942276000977,0.9418671131134033,17.999910354614258,0.6356711983680725,2.3010287284851074,-0.20724813640117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522022127839082,0.48532449625427837,0.09873234907855184,0.4152450791020178,0.21591460933813067,0.09365098672050241,-0.23291594254962403,-0.6089851371405416,-0.057647657631277445,-0.6665296498432493,-2.5944548757099906,-0.05578147450144,2.5079228026602,0.8763191901759969,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,0.0015083930807517048,-0.0014710069894958355,-0.0002733526444689462,0.0017526416046643421,0.00014888787085513868,-0.0003635329448001731,-0.0013421760961349958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010003767515498474,0.00011569044570906156,-7.34472393667529e-05,-0.00010166131586286653,0.00016003508589999826,5.322456359913019e-05,-8.341471355421959e-06,-0.0015083930807517048,0.0014710069894958355,0.0002733526444689462,-0.0017526416046643421,-0.00014888787085513868,0.0003635329448001731,0.0013421760961349958,0.12130087614059448,18.177942276000977,-0.9418671131134033,-17.999910354614258,-0.6356711983680725,-2.3010287284851074,0.20724813640117645,0
2,0.0049991607666015625,-0.12130087614059448,-18.177942276000977,0.9418671131134033,17.999910354614258,0.6356711983680725,2.3010287284851074,-0.20724813640117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522022127839082,0.48532449625427837,0.09873234907855184,0.4152450791020178,0.21591460933813067,0.09365098672050241,-0.23291594254962403,-0.6089851371405416,-0.057647657631277445,-0.6665296498432493,-2.5944548757099906,-0.05578147450144,2.5079228026602,0.8763191901759969,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,0.0015083930807517048,-0.0014710069894958355,-0.0002733526444689462,0.0017526416046643421,0.00014888787085513868,-0.0003635329448001731,-0.0013421760961349958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010003767515498474,0.00011569044570906156,-7.34472393667529e-05,-0.00010166131586286653,0.00016003508589999826,5.322456359913019e-05,-8.341471355421959e-06,-0.0015083930807517048,0.0014710069894958355,0.0002733526444689462,-0.0017526416046643421,-0.00014888787085513868,0.0003635329448001731,0.0013421760961349958,0.12130087614059448,18.177942276000977,-0.9418671131134033,-17.999910354614258,-0.6356711983680725,-2.3010287284851074,0.20724813640117645,0
3,0.010003805160522461,-0.018151462078094482,-18.130334854125977,0.9696381092071533,18.099092483520508,0.6301780343055725,2.2625765800476074,-0.22830526530742645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06101147485322885,0.4919679820386775,0.10475489003453142,0.4064284512772095,0.2146034046375868,0.09456440391167088,-0.2329075252789025,-0.6089923756959145,-0.05764959926135107,-0.6665315986850804,-2.5944645038437297,-0.055781926772851036,2.5079270751211373,0.8763215298569864,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,-0.0006150008284263414,-0.0006814044190224547,-0.0006173375194544645,-0.0011631709183390342,0.0003630206258498761,0.0004861436425640452,-3.2976959730767295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.279911978210542e-05,0.00011763207578268514,-7.149839753561871e-05,-9.203318212369638e-05,0.00016048735731103575,4.8952102661647956e-05,-1.0681152344926836e-05,0.0006150008284263414,0.0006814044190224547,0.0006173375194544645,0.0011631709183390342,-0.0003630206258498761,-0.0004861436425640452,3.2976959730767295e-05,0.018151462078094482,18.130334854125977,-0.9696381092071533,-18.099092483520508,-0.6301780343055725,-2.2625765800476074,0.22830526530742645,0
4,0.015032291412353516,-0.018151462078094482,-18.130334854125977,0.9696381092071533,18.099092483520508,0.6301780343055725,2.2625765800476074,-0.22830526530742645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06101147485322885,0.4919679820386775,0.10475489003453142,0.4064284512772095,0.2146034046375868,0.09456440391167088,-0.2329075252789025,-0.6089923756959145,-0.05764959926135107,-0.6665315986850804,-2.5944645038437297,-0.055781926772851036,2.5079270751211373,0.8763215298569864,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,-0.0006150008284263414,-0.0006814044190224547,-0.0006173375194544645,-0.0011631709183390342,0.0003630206258498761,0.0004861436425640452,-3.2976959730767295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.279911978210542e-05,0.00011763207578268514,-7.149839753561871e-05,-9.203318212369638e-05,0.00016048735731103575,4.8952102661647956e-05,-1.0681152344926836e-05,0.0006150008284263414,0.0006814044190224547,0.0006173375194544645,0.0011631709183390342,-0.0003630206258498761,-0.0004861436425640452,3.2976959730767295e-05,0.018151462078094482,18.130334854125977,-0.9696381092071533,-18.099092483520508,-0.6301780343055725,-2.2625765800476074,0.22830526530742645,0
5,0.020498037338256836,-0.06972616910934448,-18.106531143188477,0.8942596912384033,17.999910354614258,0.6356711983680725,2.2424349784851074,-0.25485557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06769780445840042,0.48814885769691546,0.0991329377454278,0.4135054135681488,0.21508419363711567,0.09469875329626341,-0.2327342240571294,-0.608988756418228,-0.057653406938740284,-0.6665263089715388,-2.594454660382523,-0.05577849792650685,2.5079293130768665,0.8763244798911942,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,3.6065229852501596e-05,-0.00021524536765087793,0.0010697630440069732,0.0009226599818615578,0.0002824395682612282,0.0009733267402567945,0.0012356919824868973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.641839746854508e-05,0.00012143975317190081,-7.678811107725281e-05,-0.00010187664333027868,0.0001570585109668468,4.671414693246945e-05,-1.3631186552731656e-05,-3.6065229852501596e-05,0.00021524536765087793,-0.0010697630440069732,-0.0009226599818615578,-0.0002824395682612282,-0.0009733267402567945,-0.0012356919824868973,0.06972616910934448,18.106531143188477,-0.8942596912384033,-17.999910354614258,-0.6356711983680725,-2.2424349784851074,0.25485557317733765,0
6,0.025000333786010742,-0.06972616910934448,-18.106531143188477,0.8942596912384033,17.999910354614258,0.6356711983680725,2.2424349784851074,-0.25485557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06769780445840042,0.48814885769691546,0.0991329377454278,0.4135054135681488,0.21508419363711567,0.09469875329626341,-0.2327342240571294,-0.608988756418228,-0.057653406938740284,-0.6665263089715388,-2.594454660382523,-0.05577849792650685,2.5079293130768665,0.8763244798911942,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,3.6065229852501596e-05,-0.00021524536765087793,0.0010697630440069732,0.0009226599818615578,0.0002824395682612282,0.0009733267402567945,0.0012356919824868973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.641839746854508e-05,0.00012143975317190081,-7.678811107725281e-05,-0.00010187664333027868,0.0001570585109668468,4.671414693246945e-05,-1.3631186552731656e-05,-3.6065229852501596e-05,0.00021524536765087793,-0.0010697630440069732,-0.0009226599818615578,-0.0002824395682612282,-0.0009733267402567945,-0.0012356919824868973,0.06972616910934448,18.106531143188477,-0.8942596912384033,-17.999910354614258,-0.6356711983680725,-2.2424349784851074,0.25485557317733765,0
7,0.02999711036682129,-0.12130087614059448,-18.106531143188477,0.8704559803009033,18.047517776489258,0.6356711983680725,2.2946200370788574,-0.26858848333358765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07316428788259768,0.49297352381589393,0.09450750918028247,0.41968781421900603,0.21554149311393125,0.09255251694903775,-0.23244548958836922,-0.6089851371405416,-0.057653407924002385,-0.6665246385356836,-2.5944602225211426,-0.05578131207876389,2.5079235147370227,0.8763260057701004,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,0.0007551150177468268,-0.00019332275759574273,0.0005001543975965394,-6.280901478070783e-05,0.0001061017083085601,-0.0006154464359638231,0.0013869229555955164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010003767515498474,0.00012144073843400188,-7.845854693244725e-05,-9.631450471081493e-05,0.00015987266322389088,5.25124867762905e-05,-1.5157065458959451e-05,-0.0007551150177468268,0.00019332275759574273,-0.0005001543975965394,6.280901478070783e-05,-0.0001061017083085601,0.0006154464359638231,-0.0013869229555955164,0.12130087614059448,18.106531143188477,-0.8704559803009033,-18.047517776489258,-0.6356711983680725,-2.2946200370788574,0.26858848333358765,0
8,0.03499650955200195,-0.12130087614059448,-18.106531143188477,0.8704559803009033,18.047517776489258,0.6356711983680725,2.2946200370788574,-0.26858848333358765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07316428788259768,0.49297352381589393,0.09450750918028247,0.41968781421900603,0.21554149311393125,0.09255251694903775,-0.23244548958836922,-0.6089851371405416,-0.057653407924002385,-0.6665246385356836,-2.5944602225211426,-0.05578131207876389,2.5079235147370227,0.8763260057701004,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,0.0007551150177468268,-0.00019332275759574273,0.0005001543975965394,-6.280901478070783e-05,0.0001061017083085601,-0.0006154464359638231,0.0013869229555955164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010003767515498474,0.00012144073843400188,-7.845854693244725e-05,-9.631450471081493e-05,0.00015987266322389088,5.25124867762905e-05,-1.5157065458959451e-05,-0.0007551150177468268,0.00019332275759574273,-0.0005001543975965394,6.280901478070783e-05,-0.0001061017083085601,0.0006154464359638231,-0.0013869229555955164,0.12130087614059448,18.106531143188477,-0.8704559803009033,-18.047517776489258,-0.6356711983680725,-2.2946200370788574,0.26858848333358765,0
9,0.03999733924865723,-0.09352988004684448,-18.205713272094727,0.8704559803009033,18.047517776489258,0.6356711983680725,2.2946200370788574,-0.26858848333358765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06902448968560311,0.5031591158698492,0.09655300034624073,0.42005406300623693,0.21488354432609566,0.0923395644237548,-0.2330167077422466,-0.608987085655324,-0.05764431939208717,-0.6665246385356836,-2.594458879453254,-0.05577826707394181,2.5079235147370227,0.8763260057701004,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,2.0124071429124618e-05,0.001617134527090884,0.00025016763171366844,0.00025339375208846863,0.0001629022025091408,-0.000806045550660373,0.002488716688294962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.808916037257198e-05,0.0001123522065187843,-7.845854693244725e-05,-9.765757259927454e-05,0.0001568276584018105,5.25124867762905e-05,-1.5157065458959451e-05,-2.0124071429124618e-05,-0.001617134527090884,-0.00025016763171366844,-0.00025339375208846863,-0.0001629022025091408,0.000806045550660373,-0.002488716688294962,0.09352988004684448,18.205713272094727,-0.8704559803009033,-18.047517776489258,-0.6356711983680725,-2.2946200370788574,0.26858848333358765,0
10,0.04500007629394531,-0.09352988004684448,-18.205713272094727,0.8704559803009033,18.047517776489258,0.6356711983680725,2.2946200370788574,-0.26858848333358765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06902448968560311,0.5031591158698492,0.09655300034624073,0.42005406300623693,0.21488354432609566,0.0923395644237548,-0.2330167077422466,-0.608987085655324,-0.05764431939208717,-0.6665246385356836,-2.594458879453254,-0.05577826707394181,2.5079235147370227,0.8763260057701004,-0.6090851748156966,-0.05753196718556838,-0.666603097082616,-2.5945565370258534,-0.05562143941554,2.507976027223799,0.8763108487046415,2.0124071429124618e-05,0.001617134527090884,0.00025016763171366844,0.00025339375208846863,0.0001629022025091408,-0.000806045550660373,0.002488716688294962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.808916037257198e-05,0.0001123522065187843,-7.845854693244725e-05,-9.765757259927454e-05,0.0001568276584018105,5.25124867762905e-05,-1.5157065458959451e-05,-2.0124071429124618e-05,-0.001617134527090884,-0.00025016763171366844,-0.00025339375208846863,-0.0001629022025091408,0.000806045550660373,-0.002488716688294962,0.09352988004684448,18.205713272094727,-0.8704559803009033,-18.047517776489258,-0.6356711983680725,-2.2946200370788574,0.26858848333358765,0
