time,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,standard_analog_input0,standard_analog_input1,standard_analog_output0,standard_analog_output1,robot_status_bits,safety_status_bits,ft_raw_wrench_0,ft_raw_wrench_1,ft_raw_wrench_2,ft_raw_wrench_3,ft_raw_wrench_4,ft_raw_wrench_5,payload_inertia_0,payload_inertia_1,payload_inertia_2,payload_inertia_3,payload_inertia_4,payload_inertia_5,output_int_register_2,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19,e_i0,etau0,e0,de0,e_i1,etau1,e1,de1,e_i2,etau2,e2,de2,e_i3,etau3,e3,de3,e_i4,etau4,e4,de4,e_i5,etau5,e5,de5,label
0.0,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.453323,-1.713543,-0.24275100000000002,0.018109,0.0,0.0,-27.255213,-18.993752,-1.9304849999999998,0.14306,0.0,1.932364,-1.3709069999999999,1.791132,-2.0767900000000004,-1.337151,0.770291,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.124277,-2.500306,-2.026238,-0.314776,-0.054791,0.043517,0.0,-2.453323,-1.713543,-0.24275100000000002,0.018109,0.0,0.341632,-0.458929,0.331316,0.571589,2.839762,0.078431,0.0,0.0,0.0,0.0,0.0,0.0,1.674843,-3.017224,-1.679344,0.05758200000000001,-0.001182,0.134166,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.3125,27.0625,0.7503489999999999,7,253,253,253,253,253,253,1,-1.8579009999999998,0.957681,-9.155427,1.0,1.0,0.0,47.791668,47.863316,0.49795600000000007,47.642262,47.570599,47.814254999999996,47.599262,47.699593,47.742592,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.455236,5860.166102,26025.722517,68.87104000000001,9.108041,302.13489100000004,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124277,0.13446771400000002,-4.399999999993298e-05,0.0,0.046983,0.0516813,-8.000000000008e-06,0.0,0.31269500000000017,0.3430264150000002,-2.6999999999999247e-05,0.0,0.07202499999999998,0.05668367499999998,-1.3999999999736445e-05,0.0,0.07289999999999999,0.021432599999999996,1.6999999999933735e-05,0.0,-0.043517,-0.011357937,2.700000000011027e-05,0.0,0
0.003999948501586914,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.4533669999999996,-1.7135169999999997,-0.242748,0.018109,0.0,-0.0,-27.255698,-18.993464000000003,-1.930461,0.14306,0.0,1.932325,-1.370919,1.7911169999999998,-2.076798,-1.337136,0.7703260000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.125799,-2.4440619999999997,-1.9981470000000001,-0.304346,-0.058851,0.039532,-0.0,-2.4533669999999996,-1.7135169999999997,-0.242748,0.018109,0.0,0.341616,-0.45894399999999996,0.331331,0.571681,2.839712,0.078398,0.0,0.0,0.0,0.0,0.0,0.0,1.6771,-3.1418,-1.665992,0.05801799999999999,0.00141,0.133272,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.3125,27.0625,0.733057,7,253,253,253,253,253,253,1,-1.9345150000000002,0.919373,-9.136273,1.0,1.0,0.0,47.809578,47.851673,0.46886300000000003,47.642262,47.599262,47.828587,47.599262,47.699593,47.756924,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.401948,5860.053654,26025.709687,68.871854,9.110505999999999,302.135879,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125799,0.136114518,-5.000000000032756e-06,0.0,-0.009304999999999897,-0.010235499999999887,4.000000000115023e-06,0.0,0.2846300000000004,0.31223911000000043,-1.1999999999900979e-05,0.0,0.061598000000000014,0.04847762600000001,-5.999999999950489e-06,0.0,0.07696,0.02262624,2.0000000000575113e-06,0.0,-0.039532,-0.010317852,-8.000000000008e-06,0.0,0
0.012000083923339844,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453303,-1.7135369999999999,-0.24275,0.01811,0.0,-0.0,-27.254993,-18.993679,-1.930479,0.143071,0.0,1.932349,-1.370922,1.7911169999999998,-2.0768020000000003,-1.337128,0.770307,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.17918199999999998,-2.414972,-2.0238509999999996,-0.309316,-0.037613,0.037654,-0.0,-2.453303,-1.7135369999999999,-0.24275,0.01811,0.0,0.341627,-0.45893500000000004,0.331334,0.571617,2.839714,0.078395,0.0,0.0,0.0,0.0,0.0,0.0,1.528205,-3.147221,-1.881636,0.058984,0.00033999999999999997,0.13086099999999998,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.73242,7,253,253,253,253,253,253,1,-1.8962080000000001,0.957681,-9.193734,1.0,1.0,0.0,47.780922,47.854359,0.502433,47.642262,47.58493,47.814254999999996,47.599262,47.699593,47.742592,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.581832,5859.97128,26025.881818,68.87111999999999,9.109637,302.13844900000004,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17918199999999998,0.193874924,-2.9000000000056758e-05,0.0,-0.03833099999999989,-0.042164099999999885,7.000000000090267e-06,0.0,0.31031399999999976,0.3404144579999997,-1.1999999999900979e-05,0.0,0.06656599999999999,0.05238744199999999,-1.9999999998354667e-06,0.0,0.055723,0.016382562,-5.999999999950489e-06,0.0,-0.037654,-0.009827694,1.1000000000094268e-05,0.0,0
0.016000032424926758,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453366,-1.71353,-0.24275,0.018106,0.0,-0.0,-27.255691,-18.993601,-1.930477,0.143041,0.0,1.932337,-1.370938,1.7911009999999998,-2.0768020000000003,-1.3371469999999999,0.7703220000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.180198,-2.477,-2.0402669999999996,-0.32059,-0.056848,0.033761,-0.0,-2.453366,-1.71353,-0.24275,0.018106,0.0,0.341621,-0.458941,0.331349,0.571652,2.8397080000000003,0.078342,0.0,0.0,0.0,0.0,0.0,0.0,1.613616,-3.246105,-1.7009990000000001,0.064854,0.005229,0.128216,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.7304039999999999,7,253,253,253,253,253,253,1,-1.877054,0.90022,-9.174581,1.0,1.0,0.0,47.766594,47.835552,0.421858,47.599262,47.58493,47.799923,47.58493,47.670929,47.713924,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.426332,5859.930346,26025.727559,68.86836600000001,9.116075,302.142485,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180198,0.19497423600000002,-1.6999999999933735e-05,0.0,0.023633999999999933,0.025997399999999928,2.300000000010627e-05,0.0,0.3267369999999996,0.3584304889999996,4.000000000115023e-06,0.0,0.07783999999999999,0.061260079999999995,-1.9999999998354667e-06,0.0,0.074954,0.022036476,1.2999999999818712e-05,0.0,-0.033761,-0.008811621,-4.000000000004e-06,0.0,0
0.019999980926513672,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.45339,-1.713527,-0.24275,0.018108000000000003,0.0,-0.0,-27.255953,-18.993575,-1.930479,0.14305299999999999,0.0,1.932318,-1.370919,1.7911169999999998,-2.0768020000000003,-1.337136,0.7703260000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.168759,-2.453776,-1.993379,-0.328572,-0.051188,0.047799,-0.0,-2.45339,-1.713527,-0.24275,0.018108000000000003,0.0,0.341613,-0.45894700000000005,0.331332,0.5716899999999999,2.8397080000000003,0.07839199999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.477709,-3.228584,-1.8513819999999999,0.061384,-0.00264,0.129603,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.7323850000000001,7,253,253,253,253,253,253,1,-1.8579009999999998,0.938527,-9.212888000000001,1.0,1.0,0.0,47.788982,47.847195,0.551663,47.613597999999996,47.570599,47.799923,47.570599,47.685261,47.713924,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.588434,5859.880511,26025.839669,68.868107,9.107666,302.14024700000004,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168759,0.182597238,2.0000000000575113e-06,0.0,0.0003859999999997754,0.000424599999999753,4.000000000115023e-06,0.0,0.279852,0.30699764399999996,-1.1999999999900979e-05,0.0,0.08582199999999998,0.067541914,-1.9999999998354667e-06,0.0,0.069296,0.020373023999999997,2.0000000000575113e-06,0.0,-0.047799,-0.012475539,-8.000000000008e-06,0.0,0
0.023999929428100586,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453275,-1.713539,-0.242748,0.018109,0.0,-0.0,-27.254676,-18.993707,-1.930468,0.14306,0.0,1.9323139999999999,-1.370919,1.7911130000000002,-2.076818,-1.337113,0.7703220000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.161644,-2.403347,-2.038914,-0.322725,-0.053337,0.035144,-0.0,-2.453275,-1.713539,-0.242748,0.018109,0.0,0.341614,-0.458949,0.331335,0.57168,2.8396790000000003,0.07838400000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.633692,-3.5918669999999997,-1.713775,0.066988,0.000363,0.14077,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.732216,7,253,253,253,253,253,253,1,-1.9919759999999997,0.919373,-9.212888000000001,1.0,1.0,0.0,47.771072,47.818535,0.551663,47.62793,47.570599,47.814254999999996,47.58493,47.685261,47.72826,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.277307,5859.617744,26025.743257,68.861733,9.113647,302.13082799999995,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161644,0.17489880800000002,6.000000000172534e-06,0.0,-0.04992799999999997,-0.05492079999999997,4.000000000115023e-06,0.0,0.3253750000000002,0.3569363750000002,-8.000000000230045e-06,0.0,0.07997699999999999,0.062941899,1.3999999999736445e-05,0.0,0.07144600000000001,0.021005124,-2.1000000000048757e-05,0.0,-0.035144,-0.009172584000000001,-4.000000000004e-06,0.0,0
0.032000064849853516,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453331,-1.713552,-0.24275,0.018108000000000003,0.0,-0.0,-27.255306,-18.993845,-1.9304830000000002,0.143055,0.0,1.932325,-1.370896,1.7910970000000002,-2.076818,-1.337136,0.770307,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.124025,-2.4886939999999997,-2.039045,-0.31525,-0.059642999999999995,0.039652,-0.0,-2.453331,-1.713552,-0.24275,0.018108000000000003,0.0,0.341619,-0.458954,0.33133,0.57165,2.839709,0.078373,0.0,0.0,0.0,0.0,0.0,0.0,1.601446,-3.018375,-1.7767819999999999,0.058859,0.000644,0.133207,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.729024,7,253,253,253,253,253,253,1,-1.9536689999999999,0.90022,-9.232041,1.0,1.0,0.0,47.778233,47.824806,0.482289,47.613597999999996,47.58493,47.799923,47.570599,47.685261,47.72826,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.54255,5860.128067000001,26025.798963,68.870819,9.110104,302.136147,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124025,0.13419505,-5.000000000032756e-06,0.0,0.03536299999999981,0.0388992999999998,-1.8999999999991246e-05,0.0,0.32549300000000025,0.3570658210000003,7.999999999785956e-06,0.0,0.07249999999999998,0.05705749999999999,1.3999999999736445e-05,0.0,0.077751,0.022858793999999998,2.0000000000575113e-06,0.0,-0.039652,-0.010349172,1.1000000000094268e-05,0.0,0
0.03600001335144043,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453373,-1.7135240000000003,-0.24274899999999996,0.01811,0.0,-0.0,-27.255771999999997,-18.993538,-1.9304700000000001,0.143067,0.0,1.932353,-1.3709,1.791136,-2.076787,-1.337113,0.7703260000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.138258,-2.46929,-2.001599,-0.318126,-0.054047000000000005,0.047084,-0.0,-2.453373,-1.7135240000000003,-0.24274899999999996,0.01811,0.0,0.34163000000000004,-0.45893100000000003,0.331311,0.57165,2.8397240000000004,0.07848200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.602651,-3.431794,-1.6974240000000003,0.067634,0.00034500000000000004,0.13697,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.729492,7,253,253,253,253,253,253,1,-1.9536689999999999,0.7852979999999999,-9.193734,1.0,1.0,0.0,47.764801,47.830177,0.493479,47.62793,47.599262,47.828587,47.58493,47.685261,47.72826,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.3631739999996,5859.755009,26025.720203,68.862011,9.1135,302.134667,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138258,0.149595156,-3.2999999999949736e-05,0.0,0.01591699999999996,0.017508699999999957,-1.4999999999876223e-05,0.0,0.28807499999999986,0.31601827499999985,-3.100000000011427e-05,0.0,0.07537700000000006,0.05932169900000005,-1.700000000015578e-05,0.0,0.072157,0.021214157999999997,-2.1000000000048757e-05,0.0,-0.047084,-0.012288924000000001,-8.000000000008e-06,0.0,0
0.039999961853027344,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.453325,-1.713532,-0.24275,0.018109,0.0,-0.0,-27.255233,-18.993629000000002,-1.9304830000000002,0.143067,0.0,1.9323139999999999,-1.3709069999999999,1.7911169999999998,-2.076818,-1.337116,0.7703260000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.161896,-2.447906,-2.00252,-0.30249899999999996,-0.040048,0.041225,-0.0,-2.453325,-1.713532,-0.24275,0.018109,0.0,0.341614,-0.45895,0.331327,0.5716899999999999,2.839688,0.078401,0.0,0.0,0.0,0.0,0.0,0.0,1.463071,-3.12197,-1.9703979999999999,0.060211,-0.00236,0.130455,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.7798689999999999,7,253,253,253,253,253,253,1,-1.8962080000000001,0.90022,-9.155427,1.0,1.0,0.0,47.770176,47.845402,0.48900200000000005,47.613597999999996,47.556267,47.799923,47.570599,47.670929,47.699593,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.6698149999997,5859.961382,26025.951864,68.869068,9.107571,302.139135,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161896,0.17517147200000002,6.000000000172534e-06,0.0,-0.005418999999999841,-0.0059608999999998255,-8.000000000008e-06,0.0,0.288988,0.317019836,-1.1999999999900979e-05,0.0,0.05974899999999997,0.04702246299999998,1.3999999999736445e-05,0.0,0.058157,0.017098158,-1.8000000000073513e-05,0.0,-0.041225,-0.010759725,-8.000000000008e-06,0.0,0
0.04399991035461426,1.93232,-1.3709149999999999,1.791105,-2.076804,-1.337134,0.7703180000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.453323,-1.713544,-0.24275100000000002,0.018106999999999998,0.0,0.0,-27.255217,-18.993756,-1.930489,0.143046,0.0,1.9323139999999999,-1.370922,1.7911130000000002,-2.0768020000000003,-1.337151,0.7703260000000001,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.119952,-2.444022,-2.034425,-0.29752199999999995,-0.052004999999999996,0.03519,0.0,-2.453323,-1.713544,-0.24275100000000002,0.018106999999999998,0.0,0.34160999999999997,-0.458949,0.331335,0.571697,2.839716,0.07837100000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.852482,-3.268761,-1.8241150000000002,0.060055,0.003956,0.140194,0.341615,-0.458949,0.331335,0.571674,2.839705,0.07837999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,24.75,25.25,24.9375,27.125,27.375,27.0625,0.735708,7,253,253,253,253,253,253,1,-1.9536689999999999,0.976834,-9.155427,1.0,1.0,0.0,47.77734,47.842715999999996,0.48900200000000005,47.62793,47.570599,47.814254999999996,47.570599,47.685261,47.72826,0,2,-0.0,-0.0,0.004,0.004,3,1,2230.2317239999998,5859.986603,26025.905712,68.869457,9.114305,302.129686,1.4000000000000001e-05,1.4000000000000001e-05,1.4000000000000001e-05,0.0,0.0,0.0,65536,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119952,0.129788064,6.000000000172534e-06,0.0,-0.009301000000000226,-0.01023110000000025,7.000000000090267e-06,0.0,0.3208810000000002,0.3520064570000002,-8.000000000230045e-06,0.0,0.05477099999999993,0.04310477699999995,-1.9999999998354667e-06,0.0,0.070112,0.020612927999999996,1.6999999999933735e-05,0.0,-0.03519,-0.00918459,-8.000000000008e-06,0.0,0
