time_sec,time_nsec,timestamp,DATA0,DATA1,DATA2,DATA3,DATA4
1001309.0,0.13613534,2291107.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.13762689,2291108.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.13920522,2291109.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.1393466,2291109.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14010978,2291110.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14026237,2291111.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14110637,2291112.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14261985,2291113.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14432216,2291114.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14444089,2291114.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14513326,2291115.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14528203,2291116.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14616323,2291117.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14745116,2291118.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14822626,2291119.0,0.0,0.0,1.0,0.0,0.0
1001309.0,0.14921427,2291119.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.14932942,2291120.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15025282,2291121.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15128136,2291122.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15225554,2291123.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15327549,2291124.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15433145,2291124.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15445518,2291125.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15532804,2291126.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15631413,2291127.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15731835,2291128.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15837312,2291129.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15848851,2291129.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.15942574,2291130.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16035986,2291131.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16139007,2291132.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16243577,2291133.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16342354,2291134.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16354966,2291134.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16444063,2291135.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16546464,2291136.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16651726,2291137.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16749477,2291138.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16850567,2291139.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16862845,2291139.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.16954446,2291140.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17056894,2291141.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17153835,2291142.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17260814,2291143.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17273259,2291144.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17357779,2291144.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17460775,2291145.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17562652,2291146.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17659855,2291147.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.17763066,2291148.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.1777482,2291148.0,1.0,1.0,1.0,0.0,0.0
1001309.0,0.1786232,2291149.0,1.0,1.0,1.0,0.0,0.0
1001309.0,0.17965174,2291150.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.1806786,2291151.0,0.0,1.0,1.0,0.0,0.0
1001309.0,0.18164897,2291152.0,1.0,1.0,1.0,0.0,0.0
1001309.0,0.18178105,2291153.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.1827271,2291153.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18373704,2291154.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.1848166,2291155.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18581009,2291156.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.1868186,2291157.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18695688,2291158.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18783832,2291158.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18881226,2291159.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.18988872,2291160.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19087791,2291161.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.191082,2291162.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.1918683,2291163.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19290328,2291163.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19389033,2291164.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19491911,2291165.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19594741,2291166.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19616532,2291167.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19687486,2291168.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19792509,2291168.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.19894052,2291169.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20007563,2291170.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20021272,2291171.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20102715,2291172.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20199251,2291173.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20300293,2291173.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20405054,2291174.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20503688,2291175.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20517707,2291176.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2060728,2291177.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20699906,2291178.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.20808935,2291178.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2090962,2291179.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21014762,2291180.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21026397,2291181.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21109557,2291182.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21206212,2291183.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21312475,2291183.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21415687,2291184.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21517467,2291185.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21528864,2291186.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21620107,2291187.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21717048,2291188.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21816993,2291188.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21922946,2291189.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.21934175,2291190.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22025323,2291191.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2212429,2291192.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22224402,2291193.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22321486,2291194.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22430444,2291194.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22441697,2291195.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22530484,2291196.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22632337,2291197.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22730136,2291198.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2283163,2291198.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2293868,2291199.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.22950101,2291200.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23037004,2291201.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23140097,2291202.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23240042,2291203.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23339844,2291204.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23353839,2291204.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23442864,2291205.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23541975,2291206.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2375741,2291207.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2377243,2291208.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2391603,2291209.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2393074,2291209.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.23949242,2291210.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24052882,2291211.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24251842,2291212.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24263644,2291213.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.2440536,2291214.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24427629,2291214.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24461317,2291215.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24561596,2291216.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24747777,2291217.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24760056,2291218.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24772143,2291219.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24906945,2291219.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.24963236,2291220.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25065637,2291221.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25162363,2291222.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25268197,2291223.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25281763,2291223.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25368595,2291224.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25470448,2291225.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25574994,2291226.0,1.0,1.0,1.0,0.0,1.0
1001309.0,0.25674224,2291227.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.25687885,2291228.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.25777483,2291228.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.2587571,2291229.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.25983858,2291230.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26086068,2291231.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26181865,2291232.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26195574,2291233.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.2628405,2291233.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.2638154,2291234.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26486802,2291235.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26589298,2291236.0,1.0,1.0,1.0,1.0,1.0
1001309.0,0.26608777,2291237.0,1.0,1.0,1.0,1.0,1.0
