time_sec,time_nsec,timestamp,DATA0,DATA1,DATA2,DATA3,DATA4
828546.0,0.063700676,1319678.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06439161,1319678.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.065163374,1319679.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06597972,1319680.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06674528,1319681.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.067539215,1319682.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06834674,1319682.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06911826,1319683.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.06991267,1319684.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07069516,1319685.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.071491,1319686.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.072297335,1319686.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.0730896,1319687.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.073859215,1319688.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.074677944,1319689.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07542777,1319690.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07621503,1319690.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07700491,1319691.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.077815056,1319692.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07864761,1319693.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.07941699,1319694.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08024049,1319694.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08107519,1319695.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08186507,1319696.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08264279,1319697.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08349848,1319698.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.084246635,1319698.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08505273,1319699.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.085813284,1319700.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.086601496,1319701.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.0873909,1319701.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08818722,1319702.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.08897042,1319703.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.089771986,1319704.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09060073,1319705.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09137869,1319705.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09216714,1319706.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09296417,1319707.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09374905,1319708.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.094554424,1319709.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.0953722,1319709.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09616876,1319710.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09696674,1319711.0,0.0,0.0,0.0,1.0,0.0
828546.0,0.09776139,1319712.0,0.0,0.0,0.0,1.0,0.0
